timestamp,raw_adc,filtered_value
1949,12436,15419.66
1950,12816,18944.89
1959,12921,11646.36
1969,12304,2861.21
1979,12985,-1421.01
1989,12904,-3885.45
1999,12976,-5808.46
2009,11639,-8816.65
2019,12812,-8211.13
2029,12983,-6666.99
2039,12924,-5821.47
2049,12972,-5073.41
2059,11907,-5418.46
2069,12731,-3554.36
2079,12984,-1339.25
2089,12912,-277.95
2099,12972,264.12
2109,11282,-1422.94
2119,12965,561.32
2129,12982,2188.00
2139,12937,2212.19
2149,12972,1743.10
2159,12195,406.74
2169,12956,876.75
2179,12983,1276.89
2189,12425,321.19
2199,12975,396.21
2209,11819,-913.11
2219,12958,14.34
2229,12981,729.28
2240,12450,-87.20
2250,12972,28.13
2260,12237,-680.30
2270,12961,-51.64
2280,12981,405.37
2290,12462,-334.10
2300,12968,-76.85
2310,12182,-755.98
2320,12962,-17.89
2330,12980,518.44
2340,11684,-1159.98
2350,12968,-130.06
2360,12152,-193.16
2370,12961,579.02
2380,12980,927.26
2390,11816,-730.89
2400,12968,85.25
2410,12713,536.02
2420,12916,622.30
2430,12981,513.78
2440,11422,-1630.17
2450,12967,-298.82
2460,12984,895.78
2470,12940,788.99
2480,12975,360.01
2490,11926,-1194.24
2500,12961,-280.50
2510,12978,546.63
2520,12840,337.33
2530,12970,147.12
2540,11884,-1275.81
2550,12959,-271.77
2560,12979,603.31
2570,12104,-500.89
2580,12970,47.40
2590,11562,-1147.21
2600,12961,193.02
2610,12979,1144.91
2620,12427,317.92
2630,12972,402.45
2641,11964,-675.96
2651,12962,176.10
2661,12985,805.18
2671,11685,-962.62
2681,12973,-60.05
2691,11899,-530.12
2701,12964,445.44
2711,12983,980.02
2721,11697,-842.20
2731,12974,27.74
2741,12668,483.81
2751,12959,663.16
2761,12982,525.53
2771,11847,-1140.92
2781,12973,-238.53
2791,12528,30.26
2801,12921,346.16
2811,12981,444.04
2821,11126,-2006.52
2831,12973,-365.82
2841,12882,964.40
2851,12735,729.50
2861,12985,543.72
2871,10757,-2333.65
2881,12976,-288.95
2891,12974,1423.04
2901,12813,1136.64
2911,12985,656.88
2921,11797,-1085.07
2931,12976,-97.00
2941,12978,735.75
2951,12746,326.15
2961,12985,161.82
2971,11879,-1256.28
2981,12975,-268.92
2991,12980,552.43
3001,12674,119.31
3011,12983,109.49
3021,11119,-2126.50
3031,12977,-341.42
3041,12976,1122.54
3051,12528,527.88
3061,12986,474.87
3071,12044,-623.48
3081,12974,170.19
3091,12981,757.36
3101,11992,-615.58
3111,12984,22.94
3121,12782,391.82
3131,12977,495.59
3141,12978,341.07
3152,11610,-1562.13
3162,12985,-341.81
3172,11966,-532.73
3182,12976,436.71
3192,12977,914.89
3202,11811,-735.50
3212,12986,93.45
3222,12701,516.57
3232,12974,681.53
3242,12977,526.43
3252,11490,-1571.28
3262,12983,-284.99
3272,12940,795.60
3282,12952,740.12
3292,12980,362.25
3302,11485,-1736.43
3312,12988,-357.49
3322,12652,415.61
3332,12963,676.08
3342,12964,524.75
3352,11013,-2131.46
3362,12988,-331.69
3372,12967,1195.96
3382,12956,1124.37
3392,12911,506.80
3402,11490,-1604.49
3412,12980,-217.50
3422,12963,913.33
3432,12927,769.98
3442,12304,-472.71
3452,12000,-1256.36
3462,12981,173.47
3472,12962,905.00
3482,12947,651.40
3492,11850,-1110.08
3502,11575,-1922.41
3512,12983,334.90
3522,12964,1445.14
3532,12927,1066.29
3542,11789,-923.97
3552,12463,-650.24
3562,12977,717.42
3573,12962,1020.18
3583,12947,580.94
3593,11902,-1116.07
3603,12455,-875.50
3613,12947,404.24
3623,12953,772.03
3633,12938,439.42
3643,12892,55.51
3653,12956,-18.56
3663,12954,-40.03
3673,12963,-93.16
3683,12913,-218.24
3693,12166,-1194.57
3703,12875,-477.02
3713,12963,300.02
3723,12862,276.98
3733,12897,115.90
3743,11241,-1988.93
3753,12957,-265.14
3763,12830,991.77
3773,12849,963.54
3783,12945,685.26
3793,12118,-549.62
3803,12957,128.95
3813,12886,597.60
3823,12568,62.59
3833,12966,198.57
3843,11762,-1167.48
3853,12957,-97.00
3863,12974,763.77
3873,11903,-648.36
3883,12965,34.09
3893,11871,-645.28
3903,12960,365.21
3913,12922,913.30
3923,11368,-1222.09
3933,12970,20.40
3943,12271,265.46
3953,12940,811.56
3963,12957,905.34
3973,12368,-126.67
3984,12968,140.01
3994,12857,282.00
4004,12837,91.61
4014,12893,-37.91
4024,11922,-1315.19
4034,12967,-314.62
4044,12984,509.84
4054,12770,210.39
4064,12959,95.94
4074,12367,-633.78
4084,12966,-74.77
4094,12986,381.80
4104,12268,-553.47
4114,12980,-45.32
4124,12314,-384.58
4134,12967,230.47
4144,12989,610.38
4154,11698,-1101.61
4164,12980,-67.75
4174,11945,-413.62
4184,12965,544.09
4194,12988,1062.12
4204,11624,-846.07
4214,12983,116.14
4224,11454,-881.19
4234,12969,501.41
4244,12990,1363.15
4254,11783,-395.14
4264,12979,245.68
4274,12193,-60.88
4284,12967,545.64
4294,12985,790.77
4304,11437,-1403.71
4314,12978,-230.74
4324,12970,846.02
4334,12935,714.93
4344,12991,312.19
4354,12092,-1056.33
4364,12978,-307.83
4374,12978,361.04
4384,12949,280.72
4394,12984,55.52
4404,12596,-546.49
4414,12970,-223.48
4424,12971,76.11
4434,12764,-184.09
4444,12981,-62.67
4454,11799,-1398.12
4464,12972,-239.76
4474,12976,714.00
4484,12934,662.76
4494,12982,405.45
4504,11488,-1600.70
4515,12977,-206.54
4525,12979,984.73
4535,12467,308.93
4545,12985,386.60
4555,11848,-864.20
4565,12973,135.98
4575,12979,881.84
4585,12681,373.01
4595,12984,285.18
4605,12154,-738.51
4615,12973,-45.94
4625,12977,496.90
4635,12177,-589.80
4645,12982,-61.70
4655,11661,-1182.55
4665,12971,65.35
4675,12976,946.93
4685,11746,-699.00
4695,12980,128.83
4705,12868,786.35
4715,12970,789.44
4725,12979,487.56
4735,11241,-1937.30
4745,12985,-373.60
4755,12965,962.20
4765,12903,826.69
4775,12965,395.71
4785,12577,-328.18
4795,12976,-41.93
4805,12964,182.70
4815,12870,-21.10
4825,12895,-170.70
4835,11946,-1369.49
4845,12980,-302.28
4855,12964,519.90
4865,12872,386.78
4875,12273,-640.63
4885,11446,-1902.89
4895,12985,173.33
4905,12966,1401.93
4915,12894,1098.85
4926,12449,-6.77
4936,12550,-255.80
4946,12984,469.63
4956,12967,669.62
4966,12955,379.28
4976,12274,-759.06
4986,11411,-2147.89
4996,12986,-71.18
5006,12969,1189.81
5016,12971,997.22
5026,12344,-298.75
5036,12962,30.85
5046,12978,462.56
5056,12967,375.65
5066,12950,92.03
5076,11886,-1402.39
5086,12955,-403.51
5096,12977,499.52
5106,12969,495.95
5116,12937,162.58
5126,11736,-1502.91
5136,12404,-1002.78
5146,12905,497.15
5156,12954,1007.56
5166,12910,673.49
5176,12483,-207.08
5186,12961,128.38
5196,12919,376.20
5206,12950,303.45
5216,12835,-23.78
5226,12596,-482.32
5236,12947,-108.86
5246,12943,145.39
5256,12876,14.12
5266,12938,-40.93
5276,12130,-1043.50
5286,12959,-221.95
5296,12883,359.53
5306,12616,6.30
5316,12948,181.56
5326,11849,-1019.43
5336,12963,37.95
5346,12870,731.70
5356,12279,-103.64
5366,12974,323.34
5376,11663,-937.91
5386,12964,228.64
5396,12954,1048.85
5406,12094,-181.58
5416,12964,253.14
5426,11469,-1144.01
5437,12961,209.80
5447,12941,1125.46
5457,11609,-725.90
5467,12969,146.30
5477,12454,345.66
5487,12958,709.54
5497,12849,546.89
5507,11924,-922.45
5517,12968,-69.33
5527,12595,173.01
5537,12935,381.44
5547,12921,313.28
5557,12476,-431.05
5567,12962,-91.86
5577,12980,230.27
5587,12535,-382.28
5597,12980,-118.35
5607,11891,-1197.59
5617,12963,-163.15
5627,12981,655.18
5637,12346,-167.23
5647,12971,152.11
5657,11602,-1193.45
5667,12961,95.83
5677,12965,1048.72
5687,12161,-64.92
5697,12976,319.96
5707,12127,-320.96
5717,12963,381.08
5727,12981,806.15
5737,11683,-999.62
5747,12975,-61.74
5757,12276,-51.89
5767,12958,532.96
5777,12978,738.88
5787,11490,-1340.69
5797,12971,-168.42
5808,12972,902.59
5818,12939,786.19
5828,12982,378.50
5838,12028,-1063.23
5848,12973,-257.02
5858,12777,212.45
5868,12953,329.09
5878,12982,238.90
5888,12050,-1060.37
5898,12977,-250.95
5908,12967,457.02
5918,12815,245.85
5928,12989,171.29
5938,11691,-1452.87
5948,12978,-238.91
5958,12981,780.14
5968,12662,356.24
5978,12986,317.65
5988,11739,-1180.06
5998,12977,-41.38
6008,12977,863.51
6018,11613,-915.81
6028,12991,70.91
6038,12294,126.82
6048,12964,697.55
6058,12980,868.36
6068,12640,186.56
6078,12983,209.98
6088,12441,-387.08
6098,12969,3.68
6108,12983,290.25
6118,11417,-1752.96
6128,12988,-388.01
6138,11759,-695.51
6148,12975,499.13
6158,12980,1128.92
6168,12722,588.59
6178,12978,435.32
6188,12446,-268.87
6198,12970,103.27
6208,12980,379.15
6218,11577,-1484.79
6228,12987,-305.12
6238,12874,611.92
6248,12945,639.88
6258,12978,376.01
6268,12099,-919.80
6278,12985,-155.69
6289,12938,449.18
6299,12951,398.30
6309,12873,55.89
6319,11473,-1845.42
6329,12988,-320.09
6339,12965,884.25
6349,12814,652.72
6359,12628,-29.58
6369,12296,-638.39
6379,12983,243.85
6389,12966,693.24
6399,12909,436.77
6409,12428,-468.61
6419,12266,-920.91
6429,12978,165.85
6439,12964,682.61
6449,12945,468.80
6459,12039,-954.52
6469,11767,-1656.92
6479,12980,270.63
6489,12961,1230.70
6499,12910,896.16
6509,12014,-706.15
6519,12151,-982.16
6529,12957,500.67
6539,12963,1097.04
6549,12822,595.03
6559,11136,-1963.44
6569,12821,-439.28
6579,12822,960.75
6589,12830,964.44
6599,12829,486.78
6609,11592,-1349.28
6619,12960,-79.16
6629,12937,892.27
6639,12632,372.89
6650,12961,258.76
6660,11266,-1843.15
6670,12961,-276.58
6680,12911,936.69
6690,12198,-41.72
6700,12966,271.50
6710,11719,-922.43
6720,12951,178.88
6730,12975,977.18
