timestamp,raw_adc,filtered_value
25374,12137,-0.01
25379,12137,-0.01
25383,12137,-0.01
25388,12137,-0.01
25393,12137,-0.01
25397,12137,-0.01
25402,12137,-0.01
25407,12137,-0.01
25411,12137,-0.01
25416,12137,-0.01
25421,12137,-0.01
25425,12137,-0.01
25430,12137,-0.01
25435,12137,-0.01
25439,12137,-0.01
25444,12137,-0.01
25449,12137,-0.01
25453,12137,-0.01
25458,12137,-0.01
25463,12137,-0.01
25467,12137,-0.01
25472,12137,-0.01
25477,12137,-0.01
25481,12137,-0.01
25486,12137,-0.01
25491,12137,-0.01
25495,12137,-0.01
25500,12137,-0.01
25505,12137,-0.01
25509,12137,-0.01
25514,12137,-0.01
25519,12137,-0.01
25523,12137,-0.01
25528,12137,-0.01
25533,12137,-0.01
25537,12137,-0.01
25542,12137,-0.01
25547,12137,-0.01
25551,12137,-0.01
25556,12137,-0.01
25561,12137,-0.01
25565,12137,-0.01
25570,12137,-0.01
25575,12137,-0.01
25579,12137,-0.01
25584,12137,-0.01
25589,12137,-0.01
25593,12137,-0.01
25598,12137,-0.01
25603,12137,-0.01
25607,12137,-0.01
25612,12137,-0.01
25617,12137,-0.01
25621,12137,-0.01
25626,12137,-0.01
25631,12137,-0.01
25635,12137,-0.01
25640,12137,-0.01
25645,12137,-0.01
25649,12137,-0.01
25654,12137,-0.01
25659,12137,-0.01
25663,12137,-0.01
25668,12137,-0.01
25673,12137,-0.01
25677,12137,-0.01
25682,12137,-0.01
25687,12137,-0.01
25691,12137,-0.01
25696,12137,-0.01
25701,12137,-0.01
25705,12137,-0.01
25710,12137,-0.01
25715,12137,-0.01
25719,12137,-0.01
25724,12137,-0.01
25729,12137,-0.01
25733,12137,-0.01
25738,12137,-0.01
25743,12137,-0.01
25747,12137,-0.01
25752,12137,-0.01
25757,12137,-0.01
25761,12137,-0.01
25766,12137,-0.01
25771,12137,-0.01
25775,12137,-0.01
25780,12137,-0.01
25785,12137,-0.01
25789,12137,-0.01
25794,12137,-0.01
25799,12137,-0.01
25803,12137,-0.01
25808,12137,-0.01
25813,12137,-0.01
25817,12137,-0.01
25822,12137,-0.01
25827,12137,-0.01
25831,12137,-0.01
25836,12137,-0.01
25841,12137,-0.01
25845,12137,-0.01
25850,12137,-0.01
25855,12137,-0.01
25859,12137,-0.01
25864,12137,-0.01
25869,12137,-0.01
25873,12137,-0.01
25878,12137,-0.01
25883,12137,-0.01
25887,12137,-0.01
25892,12137,-0.01
25897,12137,-0.01
25901,12137,-0.01
25906,12137,-0.01
25911,12137,-0.01
25915,12137,-0.01
25920,12137,-0.01
25925,12137,-0.01
25929,12137,-0.01
25934,12137,-0.01
25939,12137,-0.01
25943,12137,-0.01
25948,12137,-0.01
25953,12137,-0.01
25957,12137,-0.01
25962,12137,-0.01
25967,12137,-0.01
25971,12137,-0.01
25976,12137,-0.01
25981,12137,-0.01
25985,12137,-0.01
25990,12137,-0.01
25995,12137,-0.01
25999,12137,-0.01
26004,12137,-0.01
26009,12137,-0.01
26013,12137,-0.01
26018,12137,-0.01
26023,12137,-0.01
26027,12137,-0.01
26032,12137,-0.01
26037,12137,-0.01
26041,12137,-0.01
26046,12137,-0.01
26051,12137,-0.01
26055,12137,-0.01
26060,12137,-0.01
26065,12137,-0.01
26069,12137,-0.01
26074,12137,-0.01
26079,12137,-0.01
26083,12137,-0.01
26088,12137,-0.01
26093,12137,-0.01
26097,12137,-0.01
26102,12137,-0.01
26107,12137,-0.01
26111,12137,-0.01
26116,12137,-0.01
26121,12137,-0.01
26125,12137,-0.01
26130,12137,-0.01
26135,12137,-0.01
26139,12137,-0.01
26144,12137,-0.01
26149,12137,-0.01
26153,12137,-0.01
26158,12137,-0.01
26163,12137,-0.01
26167,12137,-0.01
26172,12137,-0.01
26177,12137,-0.01
26181,12137,-0.01
26186,12137,-0.01
26191,12137,-0.01
26195,12137,-0.01
26200,12137,-0.01
26205,12137,-0.01
26209,12137,-0.01
26214,12137,-0.01
26219,12137,-0.01
26223,12137,-0.01
26228,12137,-0.01
26233,12137,-0.01
26237,12137,-0.01
26242,12137,-0.01
26247,12137,-0.01
26251,12137,-0.01
26256,12137,-0.01
26261,12137,-0.01
26265,12137,-0.01
26270,12137,-0.01
26275,12137,-0.01
26279,12137,-0.01
26284,12137,-0.01
26289,12137,-0.01
26293,12137,-0.01
26298,12137,-0.01
26303,12137,-0.01
26307,12137,-0.01
26312,12137,-0.01
26317,12137,-0.01
26321,12137,-0.01
26326,12137,-0.01
26331,12137,-0.01
26335,12137,-0.01
26340,12137,-0.01
26345,12137,-0.01
26349,12137,-0.01
26354,12137,-0.01
26359,12137,-0.01
26363,12137,-0.01
26368,12137,-0.01
26373,12137,-0.01
26377,12137,-0.01
26382,12137,-0.01
26387,12137,-0.01
26391,12137,-0.01
26396,12137,-0.01
26401,12137,-0.01
26405,12137,-0.01
26410,12137,-0.01
26415,12137,-0.01
26419,12137,-0.01
26424,12137,-0.01
26429,12137,-0.01
26433,12137,-0.01
26438,12137,-0.01
26443,12137,-0.01
26447,12137,-0.01
26452,12137,-0.01
26457,12137,-0.01
26461,12137,-0.01
26466,12137,-0.01
26471,12137,-0.01
26475,12137,-0.01
26480,12137,-0.01
26485,12137,-0.01
26489,12137,-0.01
26494,12137,-0.01
26499,12137,-0.01
26503,12137,-0.01
26508,12137,-0.01
26513,12137,-0.01
26517,12137,-0.01
26522,12137,-0.01
26527,12137,-0.01
26531,12137,-0.01
26536,12137,-0.01
26541,12137,-0.01
26545,12137,-0.01
26550,12137,-0.01
26555,12137,-0.01
26559,12137,-0.01
26564,12137,-0.01
26569,12137,-0.01
26573,12137,-0.01
26578,12137,-0.01
26583,12137,-0.01
26587,12137,-0.01
26592,12137,-0.01
26597,12137,-0.01
26601,12137,-0.01
26606,12137,-0.01
26611,12137,-0.01
26615,12137,-0.01
26620,12137,-0.01
26625,12137,-0.01
26629,12137,-0.01
26634,12137,-0.01
26639,12137,-0.01
26643,12137,-0.01
26648,12137,-0.01
26653,12137,-0.01
26657,12137,-0.01
26662,12137,-0.01
26667,12137,-0.01
26671,12137,-0.01
26676,12137,-0.01
26681,12137,-0.01
26685,12137,-0.01
26690,12137,-0.01
26695,12137,-0.01
26699,12137,-0.01
26704,12137,-0.01
26709,12137,-0.01
26713,12137,-0.01
26718,12137,-0.01
26723,12137,-0.01
26727,12137,-0.01
26732,12137,-0.01
26737,12137,-0.01
26741,12137,-0.01
26746,12137,-0.01
26751,12137,-0.01
26755,12137,-0.01
26760,12137,-0.01
26765,12137,-0.01
26769,12137,-0.01
26774,12137,-0.01
26779,12137,-0.01
26783,12137,-0.01
26788,12137,-0.01
26793,12137,-0.01
26797,12137,-0.01
26802,12137,-0.01
26807,12137,-0.01
26811,12137,-0.01
26816,12137,-0.01
26821,12137,-0.01
26825,12137,-0.01
26830,12137,-0.01
26835,12137,-0.01
26839,12137,-0.01
26844,12137,-0.01
26849,12137,-0.01
26853,12137,-0.01
26858,12137,-0.01
26863,12137,-0.01
26867,12137,-0.01
26872,12137,-0.01
26877,12137,-0.01
26881,12137,-0.01
26886,12137,-0.01
26891,12137,-0.01
26895,12137,-0.01
26900,12137,-0.01
26905,12137,-0.01
26909,12137,-0.01
26914,12137,-0.01
26919,12137,-0.01
26923,12137,-0.01
26928,12137,-0.01
26933,12137,-0.01
26937,12137,-0.01
26942,12137,-0.01
26947,12137,-0.01
26951,12137,-0.01
26956,12137,-0.01
26961,12137,-0.01
26965,12137,-0.01
26970,12137,-0.01
26975,12137,-0.01
26979,12137,-0.01
26984,12137,-0.01
26989,12137,-0.01
26993,12137,-0.01
26998,12137,-0.01
27003,12137,-0.01
27007,12137,-0.01
27012,12137,-0.01
27017,12137,-0.01
27021,12137,-0.01
27026,12137,-0.01
27031,12137,-0.01
27035,12137,-0.01
27040,12137,-0.01
27045,12137,-0.01
27049,12137,-0.01
27054,12137,-0.01
27059,12137,-0.01
27063,12137,-0.01
27068,12137,-0.01
27073,12137,-0.01
27077,12137,-0.01
27082,12137,-0.01
27087,12137,-0.01
27091,12137,-0.01
27096,12137,-0.01
27101,12137,-0.01
27105,12137,-0.01
27110,12137,-0.01
27115,12137,-0.01
27119,12137,-0.01
27124,12137,-0.01
27129,12137,-0.01
27133,12137,-0.01
27138,12137,-0.01
27143,12137,-0.01
27147,12137,-0.01
27152,12137,-0.01
27157,12137,-0.01
27161,12137,-0.01
27166,12137,-0.01
27171,12137,-0.01
27175,12137,-0.01
27180,12137,-0.01
27185,12137,-0.01
27189,12137,-0.01
27194,12137,-0.01
27199,12137,-0.01
27203,12137,-0.01
27208,12137,-0.01
27213,12137,-0.01
27217,12137,-0.01
27222,12137,-0.01
27227,12137,-0.01
27231,12137,-0.01
27236,12137,-0.01
27241,12137,-0.01
27245,12137,-0.01
27250,12137,-0.01
27255,12137,-0.01
27259,12137,-0.01
27264,12137,-0.01
27269,12137,-0.01
27273,12137,-0.01
27278,12137,-0.01
27283,12137,-0.01
27287,12137,-0.01
27292,12137,-0.01
27297,12137,-0.01
27301,12137,-0.01
27306,12137,-0.01
27311,12137,-0.01
27315,12137,-0.01
27320,12137,-0.01
27325,12137,-0.01
27329,12137,-0.01
27334,12137,-0.01
27339,12137,-0.01
27343,12137,-0.01
27348,12137,-0.01
27353,12137,-0.01
27357,12137,-0.01
27362,12137,-0.01
27367,12137,-0.01
27371,12137,-0.01
27376,12137,-0.01
27381,12137,-0.01
27385,12137,-0.01
27390,12137,-0.01
27395,12137,-0.01
27399,12137,-0.01
27404,12137,-0.01
27409,12137,-0.01
27413,12137,-0.01
27418,12137,-0.01
27423,12137,-0.01
27427,12137,-0.01
27432,12137,-0.01
27437,12137,-0.01
27441,12137,-0.01
27446,12137,-0.01
27451,12137,-0.01
27455,12137,-0.01
27460,12137,-0.01
27465,12137,-0.01
27469,12137,-0.01
27474,12137,-0.01
27479,12137,-0.01
27483,12137,-0.01
27488,12137,-0.01
27493,12137,-0.01
27497,12137,-0.01
27502,12137,-0.01
27507,12137,-0.01
27511,12137,-0.01
27516,12137,-0.01
27521,12137,-0.01
27525,12137,-0.01
27530,12137,-0.01
27535,12137,-0.01
27539,12137,-0.01
27544,12137,-0.01
27549,12137,-0.01
27553,12137,-0.01
27558,12137,-0.01
27563,12137,-0.01
27567,12137,-0.01
27572,12137,-0.01
27577,12137,-0.01
27581,12137,-0.01
27586,12137,-0.01
27591,12137,-0.01
27595,12137,-0.01
27600,12137,-0.01
27605,12137,-0.01
27609,12137,-0.01
27614,12137,-0.01
27619,12137,-0.01
27623,12137,-0.01
27628,12137,-0.01
27633,12137,-0.01
27637,12137,-0.01
27642,12137,-0.01
27647,12137,-0.01
27651,12137,-0.01
27656,12137,-0.01
27661,12137,-0.01
27665,12137,-0.01
27670,12137,-0.01
27675,12137,-0.01
27679,12137,-0.01
27684,12137,-0.01
27689,12137,-0.01
27693,12137,-0.01
27698,12137,-0.01
27703,12137,-0.01
27707,12137,-0.01
27712,12137,-0.01
27717,12137,-0.01
27721,12137,-0.01
27726,12137,-0.01
27731,12137,-0.01
27735,12137,-0.01
27740,12137,-0.01
27745,12137,-0.01
27749,12137,-0.01
27754,12137,-0.01
27759,12137,-0.01
27763,12137,-0.01
27768,12137,-0.01
27773,12137,-0.01
27777,12137,-0.01
27782,12137,-0.01
27787,12137,-0.01
27791,12137,-0.01
27796,12137,-0.01
27801,12137,-0.01
27805,12137,-0.01
27810,12137,-0.01
27815,12137,-0.01
27819,12137,-0.01
27824,12137,-0.01
27829,12137,-0.01
27833,12137,-0.01
27838,12137,-0.01
27843,12137,-0.01
27847,12137,-0.01
27852,12137,-0.01
27857,12137,-0.01
27861,12137,-0.01
27866,12137,-0.01
27871,12137,-0.01
27875,12137,-0.01
27880,12137,-0.01
27885,12137,-0.01
27889,12137,-0.01
27894,12137,-0.01
27899,12137,-0.01
27903,12137,-0.01
27908,12137,-0.01
27913,12137,-0.01
27917,12137,-0.01
27922,12137,-0.01
27927,12137,-0.01
27931,12137,-0.01
27936,12137,-0.01
27941,12137,-0.01
27945,12137,-0.01
27950,12137,-0.01
27955,12137,-0.01
27959,12137,-0.01
27964,12137,-0.01
27969,12137,-0.01
27973,12137,-0.01
27978,12137,-0.01
27983,12137,-0.01
27987,12137,-0.01
27992,12137,-0.01
27997,12137,-0.01
28001,12137,-0.01
28006,12137,-0.01
28011,12137,-0.01
28015,12137,-0.01
28020,12137,-0.01
28025,12137,-0.01
28029,12137,-0.01
28034,12137,-0.01
28039,12137,-0.01
28043,12137,-0.01
28048,12137,-0.01
28053,12137,-0.01
28057,12137,-0.01
28062,12137,-0.01
28067,12137,-0.01
28071,12137,-0.01
28076,12137,-0.01
28081,12137,-0.01
28085,12137,-0.01
28090,12137,-0.01
28095,12137,-0.01
28099,12137,-0.01
28104,12137,-0.01
28109,12137,-0.01
28113,12137,-0.01
28118,12137,-0.01
28123,12137,-0.01
28127,12137,-0.01
28132,12137,-0.01
28137,12137,-0.01
28141,12137,-0.01
28146,12137,-0.01
28151,12137,-0.01
28155,12137,-0.01
28160,12137,-0.01
28165,12137,-0.01
28169,12137,-0.01
28174,12137,-0.01
28179,12137,-0.01
28183,12137,-0.01
28188,12137,-0.01
28193,12137,-0.01
28197,12137,-0.01
28202,12137,-0.01
28207,12137,-0.01
28211,12137,-0.01
28216,12137,-0.01
28221,12137,-0.01
28225,12137,-0.01
28230,12137,-0.01
28235,12137,-0.01
28239,12137,-0.01
28244,12137,-0.01
28249,12137,-0.01
28253,12137,-0.01
28258,12137,-0.01
28263,12137,-0.01
28267,12137,-0.01
28272,12137,-0.01
28277,12137,-0.01
28281,12137,-0.01
28286,12137,-0.01
28291,12137,-0.01
28295,12137,-0.01
28300,12137,-0.01
28305,12137,-0.01
28309,12137,-0.01
28314,12137,-0.01
28319,12137,-0.01
28323,12137,-0.01
28328,12137,-0.01
28333,12137,-0.01
28337,12137,-0.01
28342,12137,-0.01
28347,12137,-0.01
28351,12137,-0.01
28356,12137,-0.01
28361,12137,-0.01
28365,12137,-0.01
28370,12137,-0.01
28375,12137,-0.01
28379,12137,-0.01
28384,12137,-0.01
28389,12137,-0.01
28393,12137,-0.01
28398,12137,-0.01
28403,12137,-0.01
28407,12137,-0.01
28412,12137,-0.01
28417,12137,-0.01
28421,12137,-0.01
28426,12137,-0.01
28431,12137,-0.01
28435,12137,-0.01
28440,12137,-0.01
28445,12137,-0.01
28449,12137,-0.01
28454,12137,-0.01
28459,12137,-0.01
28463,12137,-0.01
28468,12137,-0.01
28473,12137,-0.01
28477,12137,-0.01
28482,12137,-0.01
28487,12137,-0.01
28491,12137,-0.01
28496,12137,-0.01
28501,12137,-0.01
28505,12137,-0.01
28510,12137,-0.01
28515,12137,-0.01
28519,12137,-0.01
